[[神経回路とは何か]],単一ニューロンの活動がどのように結合して情報処理の単位としての回路を形成するのかを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[フィードフォワード回路はどのように情報を処理するのか]],入力から出力へ一方向に流れる神経回路の基本構造と感覚処理における役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[フィードバック回路は脳内情報処理をどう調節するのか]],上位領域から下位領域へ戻る信号が予測・注意・誤差修正にどう関わるかを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[側方抑制はなぜコントラストを強調するのか]],感覚系で隣接するニューロン同士が互いを抑制する仕組みと知覚の鮮明化を説明する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[リカレント回路はどのように記憶や持続活動を支えるのか]],再帰的結合をもつ神経回路が作業記憶・意思決定・時間的文脈処理に果たす役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[局所回路と長距離結合は何が違うのか]],皮質内の近距離結合と領域間を結ぶ長距離結合の役割分担を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[皮質カラムとは何か]],大脳皮質における縦方向の情報処理単位としてのカラム構造とその意義を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[大脳皮質の層構造は情報の流れをどう決めるのか]],第1層から第6層までの役割と入力・出力経路の違いを神経回路の観点から解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[興奮性ニューロンと抑制性ニューロンは回路内でどう協調するのか]],E/Iバランスが発火制御・情報選択・ネットワーク安定性に与える影響を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[E/Iバランスとは何か]],興奮と抑制の均衡が正常な脳機能と精神・神経疾患にどう関わるかを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[抑制性介在ニューロンにはどのような種類があるのか]],PV・SST・VIP細胞などの代表的な介在ニューロンの機能的違いを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[神経同期とは何か]],複数ニューロンがタイミングをそろえて活動する現象と情報統合・注意・意識への関係を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[神経振動とは何か]],デルタ・シータ・アルファ・ベータ・ガンマ帯域の脳波リズムと神経回路機能を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[ガンマ振動は認知機能にどう関わるのか]],局所回路の高速同期が注意・知覚統合・作業記憶に関与する仕組みを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[シータリズムは記憶とナビゲーションをどう支えるのか]],海馬シータ波が空間記憶・時間順序・学習に果たす役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[脳内ネットワークとは何か]],神経細胞や脳領域が結合して構成する機能的・構造的ネットワークの基本概念を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[構造的結合と機能的結合は何が違うのか]],白質線維による物理的結合と活動相関としての機能的結合の違いを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[有効結合とは何か]],ある脳領域の活動が別の領域に因果的影響を与えるという考え方と解析法の概要を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[スモールワールドネットワークとは何か]],脳ネットワークが局所的まとまりと全体的効率を両立する仕組みをグラフ理論から解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[ハブ領域とは何か]],脳ネットワークにおいて多くの結合を持つ重要領域が情報統合に果たす役割を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[リッチクラブ構造とは何か]],脳内の高結合ハブ同士が密に結びつく構造と全脳的情報統合への意義を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[デフォルトモードネットワークとは何か]],安静時に活動しやすい内側前頭前野・後部帯状皮質・角回などのネットワークと自己関連処理を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[サリエンスネットワークとは何か]],重要な刺激や内的変化を検出して注意・実行制御を切り替えるネットワークを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[中央実行ネットワークとは何か]],前頭頭頂ネットワークが作業記憶・注意制御・課題遂行にどう関わるかを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[前頭頭頂ネットワークは認知制御をどう支えるのか]],目標維持・柔軟な切り替え・トップダウン制御における前頭頭頂結合の役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[視覚ネットワークはどのように階層的に情報処理するのか]],一次視覚野から高次視覚野への階層処理と腹側・背側経路を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[聴覚ネットワークは音情報をどう処理するのか]],蝸牛から聴覚皮質までの経路と音程・音源定位・言語音処理の基礎を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[体性感覚ネットワークは身体情報をどう表現するのか]],末梢感覚入力が視床・一次体性感覚野を通じて身体地図として表現される仕組みを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[運動ネットワークは随意運動をどう生み出すのか]],運動野・補足運動野・基底核・小脳が協調して運動を計画・実行する仕組みを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[大脳基底核ループとは何か]],皮質-線条体-淡蒼球-視床-皮質ループが行動選択や運動制御に果たす役割を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[直接路と間接路は行動選択をどう制御するのか]],大脳基底核の2つの主要経路が運動促進と抑制にどう関わるかを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[小脳回路は予測と誤差学習にどう関わるのか]],小脳皮質・深部核・登上線維・苔状線維の回路構造と運動学習を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[海馬回路は記憶をどう形成するのか]],歯状回・CA3・CA1・嗅内皮質の回路がエピソード記憶に果たす役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[三シナプス回路とは何か]],海馬における嗅内皮質から歯状回・CA3・CA1へ至る代表的経路を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[扁桃体回路は情動をどう処理するのか]],恐怖学習・情動評価・自律反応に関わる扁桃体内外の結合を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[視床は単なる中継核なのか]],感覚中継だけでなく皮質-視床ループによる注意・意識・リズム形成の役割を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[皮質視床ループは意識や注意にどう関わるのか]],視床と大脳皮質の相互結合が覚醒水準・感覚選択・情報統合に果たす役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[脳幹網様体は覚醒ネットワークで何をしているのか]],脳幹の上行性覚醒系が睡眠覚醒・注意・意識レベルを支える仕組みを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[自律神経ネットワークは内臓状態をどう制御するのか]],視床下部・脳幹・島皮質などが内受容感覚と自律反応を統合する仕組みを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[島皮質は内受容感覚ネットワークで何をしているのか]],身体内部状態の感知が情動・意思決定・自己感覚に結びつく仕組みを整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[コネクトームとは何か]],脳内の構造的・機能的結合を全体地図として捉える研究領域の基本概念を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[グラフ理論は脳ネットワーク解析にどう使われるのか]],ノード・エッジ・次数・クラスタ係数・経路長などの指標を脳解析の文脈で整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[モジュール性とは何か]],脳ネットワークが機能的まとまりに分かれる性質と専門化・統合のバランスを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[ネットワーク効率とは何か]],脳全体で情報がどれだけ効率よく伝わるかを測る指標と認知機能との関係を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[動的機能的結合とは何か]],時間とともに変化する脳領域間の結合パターンを捉える考え方とその意義を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[神経回路の発達はどのように進むのか]],軸索伸長・シナプス形成・刈り込み・髄鞘化がネットワーク形成に与える影響を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[経験依存的可塑性はネットワークをどう変えるのか]],学習や環境入力が回路結合の強さやネットワーク構造を変化させる仕組みを解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[臨界期は神経回路形成にどのような意味を持つのか]],発達期の特定時期に経験が回路形成へ強く影響する理由と代表例を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[神経回路のノイズは情報処理にどう影響するのか]],神経活動のばらつきが誤差だけでなく探索・確率的表現・意思決定に果たす役割を解説する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[脳ネットワークの破綻は精神疾患をどう説明するのか]],統合失調症・うつ病・自閉スペクトラム症などをネットワーク異常として捉える基本視点を整理する,content/01_脳・神経科学/神経回路・脳ネットワーク
[[脳画像とは何を見ているのか]],MRI・CT・PET・SPECTなどが脳の構造や機能の何を可視化しているのかを概観する,content/01_脳・神経科学/脳画像・神経計測
[[構造MRIは脳の何を測っているのか]],T1強調画像を中心に灰白質・白質・脳萎縮・形態解析で得られる情報を整理する,content/01_脳・神経科学/脳画像・神経計測
[[T1強調画像とT2強調画像は何が違うのか]],MRI信号の基本と画像コントラストの違いを脳構造評価の観点から解説する,content/01_脳・神経科学/脳画像・神経計測
[[FLAIR画像はどのような病変検出に役立つのか]],脳脊髄液信号を抑制することで白質病変や浮腫を見やすくする仕組みを整理する,content/01_脳・神経科学/脳画像・神経計測
[[拡散強調画像DWIは何を反映しているのか]],水分子の拡散制限を利用して急性期脳梗塞などを検出する原理を解説する,content/01_脳・神経科学/脳画像・神経計測
[[拡散テンソル画像DTIは白質線維をどう可視化するのか]],拡散異方性を用いて白質路や構造的結合を推定する方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[FA値とは何か]],拡散テンソル画像における異方性指標が白質の微細構造をどう反映するかを解説する,content/01_脳・神経科学/脳画像・神経計測
[[トラクトグラフィーとは何か]],DTIや拡散MRIから白質線維走行を推定する方法と限界を整理する,content/01_脳・神経科学/脳画像・神経計測
[[fMRIは神経活動を直接測っているのか]],BOLD信号の原理と神経活動・血流・酸素化の関係を解説する,content/01_脳・神経科学/脳画像・神経計測
[[BOLD信号とは何か]],血液酸素化レベル依存信号が脳活動の間接指標として使われる理由を整理する,content/01_脳・神経科学/脳画像・神経計測
[[課題fMRIでは何を比較しているのか]],実験条件と対照条件の差分から脳活動を推定する基本設計を解説する,content/01_脳・神経科学/脳画像・神経計測
[[安静時fMRIは何を測っているのか]],自発的なBOLD信号の揺らぎから機能的結合や脳ネットワークを推定する方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[機能的結合解析とは何か]],脳領域間の活動相関を用いてネットワークを評価する考え方と注意点を解説する,content/01_脳・神経科学/脳画像・神経計測
[[独立成分分析ICAはfMRIでどう使われるのか]],信号を空間的・時間的成分に分解しネットワークやノイズを抽出する方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[シードベース解析とは何か]],関心領域を起点に他領域との相関を調べる機能的結合解析の基本を解説する,content/01_脳・神経科学/脳画像・神経計測
[[PETは脳の何を測るのか]],放射性トレーサーを用いて代謝・血流・受容体結合を評価する原理と応用を整理する,content/01_脳・神経科学/脳画像・神経計測
[[FDG-PETは脳代謝をどう可視化するのか]],グルコース代謝を指標に認知症・腫瘍・てんかんなどを評価する仕組みを解説する,content/01_脳・神経科学/脳画像・神経計測
[[受容体PETとは何か]],ドパミン受容体やアミロイドなど特定分子を可視化する分子イメージングの考え方を整理する,content/01_脳・神経科学/脳画像・神経計測
[[SPECTは脳血流をどう評価するのか]],単一光子放出CTによる脳血流評価の原理と臨床応用を解説する,content/01_脳・神経科学/脳画像・神経計測
[[脳波EEGは何を測っているのか]],頭皮上電極で記録される電位変化と皮質錐体細胞集団活動の関係を整理する,content/01_脳・神経科学/脳画像・神経計測
[[脳波の周波数帯域にはどのような意味があるのか]],デルタ・シータ・アルファ・ベータ・ガンマ波の特徴と臨床・研究上の解釈を解説する,content/01_脳・神経科学/脳画像・神経計測
[[事象関連電位ERPとは何か]],刺激や反応に時間ロックした脳波成分から認知過程を推定する方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[P300とは何を反映しているのか]],注意・文脈更新・意思決定に関連する代表的ERP成分の意味を解説する,content/01_脳・神経科学/脳画像・神経計測
[[N400とは何を反映しているのか]],意味処理や言語理解に関連するERP成分としてのN400の解釈を整理する,content/01_脳・神経科学/脳画像・神経計測
[[MEGはEEGと何が違うのか]],神経活動に伴う磁場を記録する脳磁図の特徴・長所・制約を解説する,content/01_脳・神経科学/脳画像・神経計測
[[近赤外分光法NIRSは何を測っているのか]],頭皮上から血中ヘモグロビン変化を測る原理と臨床・発達研究での使い方を整理する,content/01_脳・神経科学/脳画像・神経計測
[[NIRSは精神医学研究でどう使われるのか]],前頭葉機能評価や課題中脳活動測定におけるNIRSの利点と限界を解説する,content/01_脳・神経科学/脳画像・神経計測
[[単一ユニット記録とは何か]],個々のニューロンの発火を直接記録する侵襲的計測法とその意義を整理する,content/01_脳・神経科学/脳画像・神経計測
[[局所フィールド電位LFPとは何か]],神経集団のシナプス活動を反映する信号としてのLFPの意味を解説する,content/01_脳・神経科学/脳画像・神経計測
[[パッチクランプ法は何を測るのか]],細胞膜電流やイオンチャネル活動を高精度に測定する電気生理学的手法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[カルシウムイメージングとは何か]],細胞内Ca2+変化を利用して神経活動を可視化する方法と長所・限界を解説する,content/01_脳・神経科学/脳画像・神経計測
[[光遺伝学は神経活動をどう操作するのか]],光感受性タンパク質を用いて特定細胞を操作する原理と神経回路研究への応用を整理する,content/01_脳・神経科学/脳画像・神経計測
[[化学遺伝学DREADDとは何か]],人工受容体とリガンドを用いて神経活動を操作する方法と光遺伝学との違いを解説する,content/01_脳・神経科学/脳画像・神経計測
[[トランスクラニアル磁気刺激TMSは何をしているのか]],磁場で大脳皮質を刺激する原理と運動野評価・精神神経疾患治療への応用を整理する,content/01_脳・神経科学/脳画像・神経計測
[[経頭蓋直流電気刺激tDCSは脳活動をどう変えるのか]],弱い直流電流による皮質興奮性調節の考え方と研究上の注意点を解説する,content/01_脳・神経科学/脳画像・神経計測
[[深部脳刺激DBSは神経回路をどう調節するのか]],電極刺激による異常回路調整の仕組みとパーキンソン病・精神疾患への応用を整理する,content/01_脳・神経科学/脳画像・神経計測
[[ボクセルベース形態計測VBMとは何か]],MRIから灰白質体積差を統計的に評価する手法の基本と解釈上の注意点を解説する,content/01_脳・神経科学/脳画像・神経計測
[[皮質厚解析とは何か]],大脳皮質の厚みを測定して発達・老化・疾患変化を評価する方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[ROI解析と全脳解析は何が違うのか]],関心領域を絞る解析と探索的に全脳を調べる解析の利点・欠点を解説する,content/01_脳・神経科学/脳画像・神経計測
[[多重比較補正は脳画像解析でなぜ重要なのか]],多数のボクセルや接続を検定する際に偽陽性を抑える必要性を整理する,content/01_脳・神経科学/脳画像・神経計測
[[脳画像研究の再現性問題とは何か]],小標本・解析自由度・選択的報告が結果の再現性に与える影響を解説する,content/01_脳・神経科学/脳画像・神経計測
[[アーチファクトとは何か]],体動・眼球運動・筋電・機械ノイズなどが神経計測データに混入する問題を整理する,content/01_脳・神経科学/脳画像・神経計測
[[頭動補正はfMRIでなぜ重要なのか]],被験者の微小な動きが機能的結合や群間差に与える影響を解説する,content/01_脳・神経科学/脳画像・神経計測
[[空間分解能と時間分解能はなぜトレードオフになるのか]],fMRI・EEG・MEG・NIRSなどの計測法を分解能の観点から比較する,content/01_脳・神経科学/脳画像・神経計測
[[脳アトラスとは何か]],脳領域を標準化して解析・比較するための地図と代表的アトラスを整理する,content/01_脳・神経科学/脳画像・神経計測
[[標準脳空間とは何か]],MNI空間などを用いて個人差のある脳を共通座標系に揃える意義を解説する,content/01_脳・神経科学/脳画像・神経計測
[[マルチモーダル神経計測とは何か]],MRI・EEG・NIRS・行動指標などを組み合わせて脳機能を多面的に捉える方法を整理する,content/01_脳・神経科学/脳画像・神経計測
[[神経科学は精神疾患をどのように説明できるのか]],症状を脳領域・神経回路・分子機構・発達過程から理解する基本枠組みを整理する,content/01_脳・神経科学/神経科学と精神疾患
[[精神疾患は脳の病気なのか]],生物学的説明と心理社会的説明を統合しながら精神疾患の多層性を考える,content/01_脳・神経科学/神経科学と精神疾患
[[神経発達の異常は精神疾患にどう関わるのか]],胎児期から思春期までの脳発達変化がASD・ADHD・統合失調症に関わる視点を整理する,content/01_脳・神経科学/神経科学と精神疾患
